Mod:Item:MetaData, Localized Name
tconstruct:slime_boots:3, 凝血靴子
tconstruct:slime_boots:4, 史莱姆靴子
tconstruct:piggybackpack, 肩托式背包
tconstruct:throwball:0, 荧光球
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, 石棍
tconstruct:fancy_frame:0, 平滑展示框
tconstruct:fancy_frame:1, 铝黄铜展示框
tconstruct:fancy_frame:2, 钴制展示框
tconstruct:fancy_frame:3, 阿迪特展示框
tconstruct:fancy_frame:4, 玛玉灵展示框
tconstruct:fancy_frame:5, 金制展示框
tconstruct:fancy_frame:6, 通透展示框
tconstruct:moms_spaghetti, 妈妈做的意大利面
conarm:helmet_core:0, 熔融木 头盔基底
conarm:helmet_core:0, 黑暗木 头盔基底
conarm:helmet_core:0, 血木 头盔基底
conarm:helmet_core:0, 幽魂木 头盔基底
conarm:helmet_core:0, 焦黑石英 头盔基底
conarm:helmet_core:0, 红石水晶 头盔基底
conarm:helmet_core:0, 青金石水晶 头盔基底
conarm:helmet_core:0, 钻石水晶 头盔基底
conarm:helmet_core:0, 煤晶 头盔基底
conarm:helmet_core:0, 绿宝石水晶 头盔基底
conarm:helmet_core:0, 铁晶 头盔基底
conarm:helmet_core:0, 阳光化合物 头盔基底
conarm:helmet_core:0, 陨石 头盔基底
conarm:helmet_core:0, 赛特斯石英 头盔基底
conarm:helmet_core:0, 福鲁伊克斯水晶 头盔基底
conarm:helmet_core:0, 福鲁伊克斯钢 头盔基底
conarm:helmet_core:0, 海蓝宝石 头盔基底
conarm:helmet_core:0, 星辉 头盔基底
conarm:helmet_core:0, 水晶矩阵 头盔基底
conarm:helmet_core:0, 中子素 头盔基底
conarm:helmet_core:0, 无尽 头盔基底
conarm:helmet_core:0, 束缚 头盔基底
conarm:helmet_core:0, 感知 头盔基底
conarm:helmet_core:0, 活石 头盔基底
conarm:helmet_core:0, 活木 头盔基底
conarm:helmet_core:0, 梦之木 头盔基底
conarm:helmet_core:0, 魔力钢 头盔基底
conarm:helmet_core:0, 泰拉钢 头盔基底
conarm:helmet_core:0, 源质钢 头盔基底
conarm:helmet_core:0, 龙 头盔基底
conarm:helmet_core:0, 飞龙 头盔基底
conarm:helmet_core:0, 神龙 头盔基底
conarm:helmet_core:0, 混沌 头盔基底
conarm:helmet_core:0, 莱泽尔水晶 头盔基底
conarm:helmet_core:0, 艾洛蒂水晶 头盔基底
conarm:helmet_core:0, 凯罗尼水晶 头盔基底
conarm:helmet_core:0, 普雷蒂水晶 头盔基底
conarm:helmet_core:0, 艾恩尼水晶 头盔基底
conarm:helmet_core:0, 以太水晶 头盔基底
conarm:helmet_core:0, 蓝丝黛尔石 头盔基底
conarm:helmet_core:0, 云母 头盔基底
conarm:helmet_core:0, 磷灰石 头盔基底
conarm:helmet_core:0, 蕴魔源质 头盔基底
conarm:helmet_core:0, 肉 头盔基底
conarm:helmet_core:0, 史莱姆头盔基底
conarm:helmet_core:0, 粉色金属 头盔基底
conarm:helmet_core:0, 橡胶 头盔基底
conarm:helmet_core:0, 高级合金 头盔基底
conarm:helmet_core:0, 能量金属 头盔基底
conarm:helmet_core:0, 碳纤维 头盔基底
conarm:helmet_core:0, 铱 头盔基底
conarm:helmet_core:0, UU金属 头盔基底
conarm:helmet_core:0, 锇 头盔基底
conarm:helmet_core:0, 强化黑曜石 头盔基底
conarm:helmet_core:0, 强化荧石 头盔基底
conarm:helmet_core:0, HDPE 头盔基底
conarm:helmet_core:0, 暗物质 头盔基底
conarm:helmet_core:0, 红物质 头盔基底
conarm:helmet_core:0, 红石琥珀金 头盔基底
conarm:helmet_core:0, 红石水晶 头盔基底
conarm:helmet_core:0, 极寒末影 头盔基底
conarm:helmet_core:0, 极寒水晶 头盔基底
conarm:helmet_core:0, 神秘 头盔基底
conarm:helmet_core:0, 虚空金属 头盔基底
conarm:helmet_core:0, 元金 头盔基底
conarm:helmet_core:0, 魔力布匹 头盔基底
conarm:helmet_core:0, 锡 头盔基底
conarm:helmet_core:0, 铝 头盔基底
conarm:helmet_core:0, 镍 头盔基底
conarm:helmet_core:0, 铂 头盔基底
conarm:helmet_core:0, 殷钢 头盔基底
conarm:helmet_core:0, 康铜 头盔基底
conarm:helmet_core:0, 信素 头盔基底
conarm:helmet_core:0, 流明 头盔基底
conarm:helmet_core:0, 末影 头盔基底
conarm:helmet_core:0, 木 头盔基底
conarm:helmet_core:0, 圆石 头盔基底
conarm:helmet_core:0, 燧石 头盔基底
conarm:helmet_core:0, 仙人掌 头盔基底
conarm:helmet_core:0, 骨头 头盔基底
conarm:helmet_core:0, 黑曜石 头盔基底
conarm:helmet_core:0, 海晶石 头盔基底
conarm:helmet_core:0, 末地石 头盔基底
conarm:helmet_core:0, 纸 头盔基底
conarm:helmet_core:0, 海绵 头盔基底
conarm:helmet_core:0, 烈焰木 头盔基底
conarm:helmet_core:0, 铁 头盔基底
conarm:helmet_core:0, 生铁 头盔基底
conarm:helmet_core:0, 骑士史莱姆 头盔基底
conarm:helmet_core:0, 史莱姆 头盔基底
conarm:helmet_core:0, 史莱姆 头盔基底
conarm:helmet_core:0, 熔岩史莱姆 头盔基底
conarm:helmet_core:0, 地狱岩 头盔基底
conarm:helmet_core:0, 钴 头盔基底
conarm:helmet_core:0, 阿迪特 头盔基底
conarm:helmet_core:0, 玛玉灵 头盔基底
conarm:helmet_core:0, 铜 头盔基底
conarm:helmet_core:0, 青铜 头盔基底
conarm:helmet_core:0, 铅 头盔基底
conarm:helmet_core:0, 银 头盔基底
conarm:helmet_core:0, 琥珀金 头盔基底
conarm:helmet_core:0, 钢 头盔基底
conarm:helmet_core:0, 下界合金 头盔基底
conarm:helmet_core:0, 耐酸铝 头盔基底
conarm:helmet_core:0, 绿宝石 头盔基底
conarm:armor_trim:0, 熔融木 护甲夹板
conarm:armor_trim:0, 黑暗木 护甲夹板
conarm:armor_trim:0, 血木 护甲夹板
conarm:armor_trim:0, 幽魂木 护甲夹板
conarm:armor_trim:0, 焦黑石英 护甲夹板
conarm:armor_trim:0, 红石水晶 护甲夹板
conarm:armor_trim:0, 青金石水晶 护甲夹板
conarm:armor_trim:0, 钻石水晶 护甲夹板
conarm:armor_trim:0, 煤晶 护甲夹板
conarm:armor_trim:0, 绿宝石水晶 护甲夹板
conarm:armor_trim:0, 铁晶 护甲夹板
conarm:armor_trim:0, 阳光化合物 护甲夹板
conarm:armor_trim:0, 陨石 护甲夹板
conarm:armor_trim:0, 赛特斯石英 护甲夹板
conarm:armor_trim:0, 福鲁伊克斯水晶 护甲夹板
conarm:armor_trim:0, 福鲁伊克斯钢 护甲夹板
conarm:armor_trim:0, 海蓝宝石 护甲夹板
conarm:armor_trim:0, 星辉 护甲夹板
conarm:armor_trim:0, 水晶矩阵 护甲夹板
conarm:armor_trim:0, 中子素 护甲夹板
conarm:armor_trim:0, 无尽 护甲夹板
conarm:armor_trim:0, 束缚 护甲夹板
conarm:armor_trim:0, 感知 护甲夹板
conarm:armor_trim:0, 活石 护甲夹板
conarm:armor_trim:0, 活木 护甲夹板
conarm:armor_trim:0, 梦之木 护甲夹板
conarm:armor_trim:0, 魔力钢 护甲夹板
conarm:armor_trim:0, 泰拉钢 护甲夹板
conarm:armor_trim:0, 源质钢 护甲夹板
conarm:armor_trim:0, 龙 护甲夹板
conarm:armor_trim:0, 飞龙 护甲夹板
conarm:armor_trim:0, 神龙 护甲夹板
conarm:armor_trim:0, 混沌 护甲夹板
conarm:armor_trim:0, 莱泽尔水晶 护甲夹板
conarm:armor_trim:0, 艾洛蒂水晶 护甲夹板
conarm:armor_trim:0, 凯罗尼水晶 护甲夹板
conarm:armor_trim:0, 普雷蒂水晶 护甲夹板
conarm:armor_trim:0, 艾恩尼水晶 护甲夹板
conarm:armor_trim:0, 以太水晶 护甲夹板
conarm:armor_trim:0, 蓝丝黛尔石 护甲夹板
conarm:armor_trim:0, 云母 护甲夹板
conarm:armor_trim:0, 磷灰石 护甲夹板
conarm:armor_trim:0, 蕴魔源质 护甲夹板
conarm:armor_trim:0, 肉 护甲夹板
conarm:armor_trim:0, 史莱姆护甲夹板
conarm:armor_trim:0, 粉色金属 护甲夹板
conarm:armor_trim:0, 橡胶 护甲夹板
conarm:armor_trim:0, 高级合金 护甲夹板
conarm:armor_trim:0, 能量金属 护甲夹板
conarm:armor_trim:0, 碳纤维 护甲夹板
conarm:armor_trim:0, 铱 护甲夹板
conarm:armor_trim:0, UU金属 护甲夹板
conarm:armor_trim:0, 锇 护甲夹板
conarm:armor_trim:0, 强化黑曜石 护甲夹板
conarm:armor_trim:0, 强化荧石 护甲夹板
conarm:armor_trim:0, HDPE 护甲夹板
conarm:armor_trim:0, 暗物质 护甲夹板
conarm:armor_trim:0, 红物质 护甲夹板
conarm:armor_trim:0, 红石琥珀金 护甲夹板
conarm:armor_trim:0, 红石水晶 护甲夹板
conarm:armor_trim:0, 极寒末影 护甲夹板
conarm:armor_trim:0, 极寒水晶 护甲夹板
conarm:armor_trim:0, 神秘 护甲夹板
conarm:armor_trim:0, 虚空金属 护甲夹板
conarm:armor_trim:0, 元金 护甲夹板
conarm:armor_trim:0, 魔力布匹 护甲夹板
conarm:armor_trim:0, 锡 护甲夹板
conarm:armor_trim:0, 铝 护甲夹板
conarm:armor_trim:0, 镍 护甲夹板
conarm:armor_trim:0, 铂 护甲夹板
conarm:armor_trim:0, 殷钢 护甲夹板
conarm:armor_trim:0, 康铜 护甲夹板
conarm:armor_trim:0, 信素 护甲夹板
conarm:armor_trim:0, 流明 护甲夹板
conarm:armor_trim:0, 末影 护甲夹板
conarm:armor_trim:0, 木 护甲夹板
conarm:armor_trim:0, 圆石 护甲夹板
conarm:armor_trim:0, 燧石 护甲夹板
conarm:armor_trim:0, 仙人掌 护甲夹板
conarm:armor_trim:0, 骨头 护甲夹板
conarm:armor_trim:0, 黑曜石 护甲夹板
conarm:armor_trim:0, 海晶石 护甲夹板
conarm:armor_trim:0, 末地石 护甲夹板
conarm:armor_trim:0, 纸 护甲夹板
conarm:armor_trim:0, 海绵 护甲夹板
conarm:armor_trim:0, 烈焰木 护甲夹板
conarm:armor_trim:0, 铁 护甲夹板
conarm:armor_trim:0, 生铁 护甲夹板
conarm:armor_trim:0, 骑士史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 熔岩史莱姆 护甲夹板
conarm:armor_trim:0, 地狱岩 护甲夹板
conarm:armor_trim:0, 钴 护甲夹板
conarm:armor_trim:0, 阿迪特 护甲夹板
conarm:armor_trim:0, 玛玉灵 护甲夹板
conarm:armor_trim:0, 铜 护甲夹板
conarm:armor_trim:0, 青铜 护甲夹板
conarm:armor_trim:0, 铅 护甲夹板
conarm:armor_trim:0, 银 护甲夹板
conarm:armor_trim:0, 琥珀金 护甲夹板
conarm:armor_trim:0, 钢 护甲夹板
conarm:armor_trim:0, 下界合金 护甲夹板
conarm:armor_trim:0, 耐酸铝 护甲夹板
conarm:armor_trim:0, 绿宝石 护甲夹板
conarm:armor_plate:0, 熔融木 护甲板
conarm:armor_plate:0, 黑暗木 护甲板
conarm:armor_plate:0, 血木 护甲板
conarm:armor_plate:0, 幽魂木 护甲板
conarm:armor_plate:0, 焦黑石英 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
conarm:armor_plate:0, 青金石水晶 护甲板
conarm:armor_plate:0, 钻石水晶 护甲板
conarm:armor_plate:0, 煤晶 护甲板
conarm:armor_plate:0, 绿宝石水晶 护甲板
conarm:armor_plate:0, 铁晶 护甲板
conarm:armor_plate:0, 阳光化合物 护甲板
conarm:armor_plate:0, 陨石 护甲板
conarm:armor_plate:0, 赛特斯石英 护甲板
conarm:armor_plate:0, 福鲁伊克斯水晶 护甲板
conarm:armor_plate:0, 福鲁伊克斯钢 护甲板
conarm:armor_plate:0, 海蓝宝石 护甲板
conarm:armor_plate:0, 星辉 护甲板
conarm:armor_plate:0, 水晶矩阵 护甲板
conarm:armor_plate:0, 中子素 护甲板
conarm:armor_plate:0, 无尽 护甲板
conarm:armor_plate:0, 束缚 护甲板
conarm:armor_plate:0, 感知 护甲板
conarm:armor_plate:0, 活石 护甲板
conarm:armor_plate:0, 活木 护甲板
conarm:armor_plate:0, 梦之木 护甲板
conarm:armor_plate:0, 魔力钢 护甲板
conarm:armor_plate:0, 泰拉钢 护甲板
conarm:armor_plate:0, 源质钢 护甲板
conarm:armor_plate:0, 龙 护甲板
conarm:armor_plate:0, 飞龙 护甲板
conarm:armor_plate:0, 神龙 护甲板
conarm:armor_plate:0, 混沌 护甲板
conarm:armor_plate:0, 莱泽尔水晶 护甲板
conarm:armor_plate:0, 艾洛蒂水晶 护甲板
conarm:armor_plate:0, 凯罗尼水晶 护甲板
conarm:armor_plate:0, 普雷蒂水晶 护甲板
conarm:armor_plate:0, 艾恩尼水晶 护甲板
conarm:armor_plate:0, 以太水晶 护甲板
conarm:armor_plate:0, 蓝丝黛尔石 护甲板
conarm:armor_plate:0, 云母 护甲板
conarm:armor_plate:0, 磷灰石 护甲板
conarm:armor_plate:0, 蕴魔源质 护甲板
conarm:armor_plate:0, 肉 护甲板
conarm:armor_plate:0, 史莱姆护甲板
conarm:armor_plate:0, 粉色金属 护甲板
conarm:armor_plate:0, 橡胶 护甲板
conarm:armor_plate:0, 高级合金 护甲板
conarm:armor_plate:0, 能量金属 护甲板
conarm:armor_plate:0, 碳纤维 护甲板
conarm:armor_plate:0, 铱 护甲板
conarm:armor_plate:0, UU金属 护甲板
conarm:armor_plate:0, 锇 护甲板
conarm:armor_plate:0, 强化黑曜石 护甲板
conarm:armor_plate:0, 强化荧石 护甲板
conarm:armor_plate:0, HDPE 护甲板
conarm:armor_plate:0, 暗物质 护甲板
conarm:armor_plate:0, 红物质 护甲板
conarm:armor_plate:0, 红石琥珀金 护甲板
conarm:armor_plate:0, 红石水晶 护甲板
conarm:armor_plate:0, 极寒末影 护甲板
conarm:armor_plate:0, 极寒水晶 护甲板
conarm:armor_plate:0, 神秘 护甲板
conarm:armor_plate:0, 虚空金属 护甲板
conarm:armor_plate:0, 元金 护甲板
conarm:armor_plate:0, 魔力布匹 护甲板
conarm:armor_plate:0, 锡 护甲板
conarm:armor_plate:0, 铝 护甲板
conarm:armor_plate:0, 镍 护甲板
conarm:armor_plate:0, 铂 护甲板
conarm:armor_plate:0, 殷钢 护甲板
conarm:armor_plate:0, 康铜 护甲板
conarm:armor_plate:0, 信素 护甲板
conarm:armor_plate:0, 流明 护甲板
conarm:armor_plate:0, 末影 护甲板
conarm:armor_plate:0, 木 护甲板
conarm:armor_plate:0, 圆石 护甲板
conarm:armor_plate:0, 燧石 护甲板
conarm:armor_plate:0, 仙人掌 护甲板
conarm:armor_plate:0, 骨头 护甲板
conarm:armor_plate:0, 黑曜石 护甲板
conarm:armor_plate:0, 海晶石 护甲板
conarm:armor_plate:0, 末地石 护甲板
conarm:armor_plate:0, 纸 护甲板
conarm:armor_plate:0, 海绵 护甲板
conarm:armor_plate:0, 烈焰木 护甲板
conarm:armor_plate:0, 铁 护甲板
conarm:armor_plate:0, 生铁 护甲板
conarm:armor_plate:0, 骑士史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 熔岩史莱姆 护甲板
conarm:armor_plate:0, 地狱岩 护甲板
conarm:armor_plate:0, 钴 护甲板
conarm:armor_plate:0, 阿迪特 护甲板
conarm:armor_plate:0, 玛玉灵 护甲板
conarm:armor_plate:0, 铜 护甲板
conarm:armor_plate:0, 青铜 护甲板
conarm:armor_plate:0, 铅 护甲板
conarm:armor_plate:0, 银 护甲板
conarm:armor_plate:0, 琥珀金 护甲板
conarm:armor_plate:0, 钢 护甲板
conarm:armor_plate:0, 下界合金 护甲板
conarm:armor_plate:0, 耐酸铝 护甲板
conarm:armor_plate:0, 绿宝石 护甲板
conarm:chest_core:0, 熔融木 胸甲基底
conarm:chest_core:0, 黑暗木 胸甲基底
conarm:chest_core:0, 血木 胸甲基底
conarm:chest_core:0, 幽魂木 胸甲基底
conarm:chest_core:0, 焦黑石英 胸甲基底
conarm:chest_core:0, 红石水晶 胸甲基底
conarm:chest_core:0, 青金石水晶 胸甲基底
conarm:chest_core:0, 钻石水晶 胸甲基底
conarm:chest_core:0, 煤晶 胸甲基底
conarm:chest_core:0, 绿宝石水晶 胸甲基底
conarm:chest_core:0, 铁晶 胸甲基底
conarm:chest_core:0, 阳光化合物 胸甲基底
conarm:chest_core:0, 陨石 胸甲基底
conarm:chest_core:0, 赛特斯石英 胸甲基底
conarm:chest_core:0, 福鲁伊克斯水晶 胸甲基底
conarm:chest_core:0, 福鲁伊克斯钢 胸甲基底
conarm:chest_core:0, 海蓝宝石 胸甲基底
conarm:chest_core:0, 星辉 胸甲基底
conarm:chest_core:0, 水晶矩阵 胸甲基底
conarm:chest_core:0, 中子素 胸甲基底
conarm:chest_core:0, 无尽 胸甲基底
conarm:chest_core:0, 束缚 胸甲基底
conarm:chest_core:0, 感知 胸甲基底
conarm:chest_core:0, 活石 胸甲基底
conarm:chest_core:0, 活木 胸甲基底
conarm:chest_core:0, 梦之木 胸甲基底
conarm:chest_core:0, 魔力钢 胸甲基底
conarm:chest_core:0, 泰拉钢 胸甲基底
conarm:chest_core:0, 源质钢 胸甲基底
conarm:chest_core:0, 龙 胸甲基底
conarm:chest_core:0, 飞龙 胸甲基底
conarm:chest_core:0, 神龙 胸甲基底
conarm:chest_core:0, 混沌 胸甲基底
conarm:chest_core:0, 莱泽尔水晶 胸甲基底
conarm:chest_core:0, 艾洛蒂水晶 胸甲基底
conarm:chest_core:0, 凯罗尼水晶 胸甲基底
conarm:chest_core:0, 普雷蒂水晶 胸甲基底
conarm:chest_core:0, 艾恩尼水晶 胸甲基底
conarm:chest_core:0, 以太水晶 胸甲基底
conarm:chest_core:0, 蓝丝黛尔石 胸甲基底
conarm:chest_core:0, 云母 胸甲基底
conarm:chest_core:0, 磷灰石 胸甲基底
conarm:chest_core:0, 蕴魔源质 胸甲基底
conarm:chest_core:0, 肉 胸甲基底
conarm:chest_core:0, 史莱姆胸甲基底
conarm:chest_core:0, 粉色金属 胸甲基底
conarm:chest_core:0, 橡胶 胸甲基底
conarm:chest_core:0, 高级合金 胸甲基底
conarm:chest_core:0, 能量金属 胸甲基底
conarm:chest_core:0, 碳纤维 胸甲基底
conarm:chest_core:0, 铱 胸甲基底
conarm:chest_core:0, UU金属 胸甲基底
conarm:chest_core:0, 锇 胸甲基底
conarm:chest_core:0, 强化黑曜石 胸甲基底
conarm:chest_core:0, 强化荧石 胸甲基底
conarm:chest_core:0, HDPE 胸甲基底
conarm:chest_core:0, 暗物质 胸甲基底
conarm:chest_core:0, 红物质 胸甲基底
conarm:chest_core:0, 红石琥珀金 胸甲基底
conarm:chest_core:0, 红石水晶 胸甲基底
conarm:chest_core:0, 极寒末影 胸甲基底
conarm:chest_core:0, 极寒水晶 胸甲基底
conarm:chest_core:0, 神秘 胸甲基底
conarm:chest_core:0, 虚空金属 胸甲基底
conarm:chest_core:0, 元金 胸甲基底
conarm:chest_core:0, 魔力布匹 胸甲基底
conarm:chest_core:0, 锡 胸甲基底
conarm:chest_core:0, 铝 胸甲基底
conarm:chest_core:0, 镍 胸甲基底
conarm:chest_core:0, 铂 胸甲基底
conarm:chest_core:0, 殷钢 胸甲基底
conarm:chest_core:0, 康铜 胸甲基底
conarm:chest_core:0, 信素 胸甲基底
conarm:chest_core:0, 流明 胸甲基底
conarm:chest_core:0, 末影 胸甲基底
conarm:chest_core:0, 木 胸甲基底
conarm:chest_core:0, 圆石 胸甲基底
conarm:chest_core:0, 燧石 胸甲基底
conarm:chest_core:0, 仙人掌 胸甲基底
conarm:chest_core:0, 骨头 胸甲基底
conarm:chest_core:0, 黑曜石 胸甲基底
conarm:chest_core:0, 海晶石 胸甲基底
conarm:chest_core:0, 末地石 胸甲基底
conarm:chest_core:0, 纸 胸甲基底
conarm:chest_core:0, 海绵 胸甲基底
conarm:chest_core:0, 烈焰木 胸甲基底
conarm:chest_core:0, 铁 胸甲基底
conarm:chest_core:0, 生铁 胸甲基底
conarm:chest_core:0, 骑士史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 熔岩史莱姆 胸甲基底
conarm:chest_core:0, 地狱岩 胸甲基底
conarm:chest_core:0, 钴 胸甲基底
conarm:chest_core:0, 阿迪特 胸甲基底
conarm:chest_core:0, 玛玉灵 胸甲基底
conarm:chest_core:0, 铜 胸甲基底
conarm:chest_core:0, 青铜 胸甲基底
conarm:chest_core:0, 铅 胸甲基底
conarm:chest_core:0, 银 胸甲基底
conarm:chest_core:0, 琥珀金 胸甲基底
conarm:chest_core:0, 钢 胸甲基底
conarm:chest_core:0, 下界合金 胸甲基底
conarm:chest_core:0, 耐酸铝 胸甲基底
conarm:chest_core:0, 绿宝石 胸甲基底
conarm:leggings_core:0, 熔融木 护腿基底
conarm:leggings_core:0, 黑暗木 护腿基底
conarm:leggings_core:0, 血木 护腿基底
conarm:leggings_core:0, 幽魂木 护腿基底
conarm:leggings_core:0, 焦黑石英 护腿基底
conarm:leggings_core:0, 红石水晶 护腿基底
conarm:leggings_core:0, 青金石水晶 护腿基底
conarm:leggings_core:0, 钻石水晶 护腿基底
conarm:leggings_core:0, 煤晶 护腿基底
conarm:leggings_core:0, 绿宝石水晶 护腿基底
conarm:leggings_core:0, 铁晶 护腿基底
conarm:leggings_core:0, 阳光化合物 护腿基底
conarm:leggings_core:0, 陨石 护腿基底
conarm:leggings_core:0, 赛特斯石英 护腿基底
conarm:leggings_core:0, 福鲁伊克斯水晶 护腿基底
conarm:leggings_core:0, 福鲁伊克斯钢 护腿基底
conarm:leggings_core:0, 海蓝宝石 护腿基底
conarm:leggings_core:0, 星辉 护腿基底
conarm:leggings_core:0, 水晶矩阵 护腿基底
conarm:leggings_core:0, 中子素 护腿基底
conarm:leggings_core:0, 无尽 护腿基底
conarm:leggings_core:0, 束缚 护腿基底
conarm:leggings_core:0, 感知 护腿基底
conarm:leggings_core:0, 活石 护腿基底
conarm:leggings_core:0, 活木 护腿基底
conarm:leggings_core:0, 梦之木 护腿基底
conarm:leggings_core:0, 魔力钢 护腿基底
conarm:leggings_core:0, 泰拉钢 护腿基底
conarm:leggings_core:0, 源质钢 护腿基底
conarm:leggings_core:0, 龙 护腿基底
conarm:leggings_core:0, 飞龙 护腿基底
conarm:leggings_core:0, 神龙 护腿基底
conarm:leggings_core:0, 混沌 护腿基底
conarm:leggings_core:0, 莱泽尔水晶 护腿基底
conarm:leggings_core:0, 艾洛蒂水晶 护腿基底
conarm:leggings_core:0, 凯罗尼水晶 护腿基底
conarm:leggings_core:0, 普雷蒂水晶 护腿基底
conarm:leggings_core:0, 艾恩尼水晶 护腿基底
conarm:leggings_core:0, 以太水晶 护腿基底
conarm:leggings_core:0, 蓝丝黛尔石 护腿基底
conarm:leggings_core:0, 云母 护腿基底
conarm:leggings_core:0, 磷灰石 护腿基底
conarm:leggings_core:0, 蕴魔源质 护腿基底
conarm:leggings_core:0, 肉 护腿基底
conarm:leggings_core:0, 史莱姆护腿基底
conarm:leggings_core:0, 粉色金属 护腿基底
conarm:leggings_core:0, 橡胶 护腿基底
conarm:leggings_core:0, 高级合金 护腿基底
conarm:leggings_core:0, 能量金属 护腿基底
conarm:leggings_core:0, 碳纤维 护腿基底
conarm:leggings_core:0, 铱 护腿基底
conarm:leggings_core:0, UU金属 护腿基底
conarm:leggings_core:0, 锇 护腿基底
conarm:leggings_core:0, 强化黑曜石 护腿基底
conarm:leggings_core:0, 强化荧石 护腿基底
conarm:leggings_core:0, HDPE 护腿基底
conarm:leggings_core:0, 暗物质 护腿基底
conarm:leggings_core:0, 红物质 护腿基底
conarm:leggings_core:0, 红石琥珀金 护腿基底
conarm:leggings_core:0, 红石水晶 护腿基底
conarm:leggings_core:0, 极寒末影 护腿基底
conarm:leggings_core:0, 极寒水晶 护腿基底
conarm:leggings_core:0, 神秘 护腿基底
conarm:leggings_core:0, 虚空金属 护腿基底
conarm:leggings_core:0, 元金 护腿基底
conarm:leggings_core:0, 魔力布匹 护腿基底
conarm:leggings_core:0, 锡 护腿基底
conarm:leggings_core:0, 铝 护腿基底
conarm:leggings_core:0, 镍 护腿基底
conarm:leggings_core:0, 铂 护腿基底
conarm:leggings_core:0, 殷钢 护腿基底
conarm:leggings_core:0, 康铜 护腿基底
conarm:leggings_core:0, 信素 护腿基底
conarm:leggings_core:0, 流明 护腿基底
conarm:leggings_core:0, 末影 护腿基底
conarm:leggings_core:0, 木 护腿基底
conarm:leggings_core:0, 圆石 护腿基底
conarm:leggings_core:0, 燧石 护腿基底
conarm:leggings_core:0, 仙人掌 护腿基底
conarm:leggings_core:0, 骨头 护腿基底
conarm:leggings_core:0, 黑曜石 护腿基底
conarm:leggings_core:0, 海晶石 护腿基底
conarm:leggings_core:0, 末地石 护腿基底
conarm:leggings_core:0, 纸 护腿基底
conarm:leggings_core:0, 海绵 护腿基底
conarm:leggings_core:0, 烈焰木 护腿基底
conarm:leggings_core:0, 铁 护腿基底
conarm:leggings_core:0, 生铁 护腿基底
conarm:leggings_core:0, 骑士史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 熔岩史莱姆 护腿基底
conarm:leggings_core:0, 地狱岩 护腿基底
conarm:leggings_core:0, 钴 护腿基底
conarm:leggings_core:0, 阿迪特 护腿基底
conarm:leggings_core:0, 玛玉灵 护腿基底
conarm:leggings_core:0, 铜 护腿基底
conarm:leggings_core:0, 青铜 护腿基底
conarm:leggings_core:0, 铅 护腿基底
conarm:leggings_core:0, 银 护腿基底
conarm:leggings_core:0, 琥珀金 护腿基底
conarm:leggings_core:0, 钢 护腿基底
conarm:leggings_core:0, 下界合金 护腿基底
conarm:leggings_core:0, 耐酸铝 护腿基底
conarm:leggings_core:0, 绿宝石 护腿基底
conarm:boots_core:0, 熔融木 靴子基底
conarm:boots_core:0, 黑暗木 靴子基底
conarm:boots_core:0, 血木 靴子基底
conarm:boots_core:0, 幽魂木 靴子基底
conarm:boots_core:0, 焦黑石英 靴子基底
conarm:boots_core:0, 红石水晶 靴子基底
conarm:boots_core:0, 青金石水晶 靴子基底
conarm:boots_core:0, 钻石水晶 靴子基底
conarm:boots_core:0, 煤晶 靴子基底
conarm:boots_core:0, 绿宝石水晶 靴子基底
conarm:boots_core:0, 铁晶 靴子基底
conarm:boots_core:0, 阳光化合物 靴子基底
conarm:boots_core:0, 陨石 靴子基底
conarm:boots_core:0, 赛特斯石英 靴子基底
conarm:boots_core:0, 福鲁伊克斯水晶 靴子基底
conarm:boots_core:0, 福鲁伊克斯钢 靴子基底
conarm:boots_core:0, 海蓝宝石 靴子基底
conarm:boots_core:0, 星辉 靴子基底
conarm:boots_core:0, 水晶矩阵 靴子基底
conarm:boots_core:0, 中子素 靴子基底
conarm:boots_core:0, 无尽 靴子基底
conarm:boots_core:0, 束缚 靴子基底
conarm:boots_core:0, 感知 靴子基底
conarm:boots_core:0, 活石 靴子基底
conarm:boots_core:0, 活木 靴子基底
conarm:boots_core:0, 梦之木 靴子基底
conarm:boots_core:0, 魔力钢 靴子基底
conarm:boots_core:0, 泰拉钢 靴子基底
conarm:boots_core:0, 源质钢 靴子基底
conarm:boots_core:0, 龙 靴子基底
conarm:boots_core:0, 飞龙 靴子基底
conarm:boots_core:0, 神龙 靴子基底
conarm:boots_core:0, 混沌 靴子基底
conarm:boots_core:0, 莱泽尔水晶 靴子基底
